message_id,conversation_id,coarse_cluster,sampling_stratum,message_text,conversation_context,proposed_intent,confidence,competing_label,needs_review,secondary_issue_note,evidence_rationale,hard_negative_pair,language,candidate_intent,ambiguous,centroid_margin,nearest_other_intent
1203917::cust2::1203913,1203917,11,random,[MENTION] [MENTION] It’ll work on American’s WiFi in the air? Some places online made it seem like you can’t stream ESPN on their WiFi,"CUSTOMER: I am flying [MENTION] during the #okstate game next Saturday. Anybody know if it’s possible to stream/watch the game?? It’s on ABC/ESPN.
CUSTOMER: [MENTION] [MENTION] If they have WiFi all you need is the watch ESPN app
CUSTOMER: [MENTION] [MENTION] It’ll work on American’s WiFi in the air? Some places online made it seem like you can’t stream ESPN on their WiFi
AGENT: [MENTION] Please reach out to [MENTION] , to see if your flight supports video streaming.
CUSTOMER: [MENTION] Update: Not great! [URL]
AGENT: [MENTION] On domestic flights you can stream tons of movies and shows with your own device at no cost. Our apologies for the situation.",flight_status_inquiry,high,flight_delay,True,streaming,"Customer inquires about streaming ESPN on the flight, which is a neutral inquiry about flight status.",flight_status_inquiry_vs_flight_delay,en,Flight Cancellation,True,0.0552,other_non_actionable
1230473::cust0::1230473,1230473,0,boundary,Oh no! [MENTION] systems have gone down in Toronto. Kinda cool the gate agents are now on their mobile phones. The future is arriving.,"CUSTOMER: Oh no! [MENTION] systems have gone down in Toronto. Kinda cool the gate agents are now on their mobile phones. The future is arriving.
AGENT: [MENTION] Our agents are resourceful! We're glad to see all is well. We'll have you on your way just as quickly as we can.",other_non_actionable,high,other_acknowledgement_thanks,True,,"Customer sends a birthday message and thanks the agent, which is a social interaction without a specific issue.",other_non_actionable_vs_other_acknowledgement_thanks,en,General Query,True,-0.0361,service_failure_complaint
1231512::cust0::1231512,1231512,5,central,[MENTION] thank u for the smooth flight here! amazing crew on AA087! ❤️,"CUSTOMER: [MENTION] thank u for the smooth flight here! amazing crew on AA087! ❤️
AGENT: [MENTION] We love to hear when you have a great flight! Thanks for your kind words to our #AATeam.",positive_feedback_praise,high,other_non_actionable,True,,"Customer expresses specific praise for the crew, which is a positive feedback.",positive_feedback_praise_vs_other_non_actionable,en,Positive Feedback,True,0.074,other_non_actionable
1236921::cust1::1236919,1236921,4,central,[MENTION] [MENTION] [URL],"CUSTOMER: [MENTION] priority luggage treatment. Ugh e pensive luggage. You should see the mess wtf [URL]
AGENT: [MENTION] We're sorry for any damages to your luggage. Please see our Baggage service office at the airport to file a claim.
CUSTOMER: [MENTION] [MENTION] [URL]
CUSTOMER: [MENTION] You keep it for a week and then damage it again on the next flight. How bout training your help what priority means",baggage_damaged,high,baggage_delayed_lost,True,priority luggage,"Customer complains about luggage damage, which is a baggage damage issue.",baggage_damaged_vs_baggage_delayed_lost,en,No Feedback,True,0.5246,other_non_actionable
1242383::cust0::1242383,1242383,3,non_actionable,Boycott [MENTION] #RT,"CUSTOMER: Boycott [MENTION] #RT
AGENT: [MENTION] We do not tolerate discrimination of any kind. Please share details with us in DM so we can take a closer look.",other_out_of_domain,high,other_non_actionable,True,,"Customer expresses a general boycott, which is unrelated to American Airlines support.",other_out_of_domain_vs_other_non_actionable,en,No Feedback,True,0.1231,other_non_actionable
1244031::cust1::1244030,1244031,10,central,[MENTION] [MENTION] Hahaha. Such BS. Refuse! I did that today and they didn't get bag on next flight. Been waiting 7 hours to get bags.,"CUSTOMER: Thx [MENTION] yeah I didn't want dinner tonight. Gotta love gate checking luggage when there's plenty of overhead space avail! #YiFlySWA
AGENT: [MENTION] We know you want to keep your bag with you. We'll take great care of it and have it back to you at bag claim.
CUSTOMER: [MENTION] [MENTION] Hahaha. Such BS. Refuse! I did that today and they didn't get bag on next flight. Been waiting 7 hours to get bags.
CUSTOMER: [MENTION] It's the principal that I explicitly asked the gate agent to let me take it on and if no space bring it off...there were 3 empty above me!!! [MENTION] And it took nearly 40mins to get my bag after we landed!!!
AGENT: [MENTION] We'd like to pass this info along to our team. What was your flight number?",forced_gate_check_complaint,high,service_failure_complaint,True,baggage handling,"Customer complains about the handling of their gate-checked luggage, which is a forced gate check complaint.",forced_gate_check_complaint_vs_service_failure_complaint,en,Baggage,True,0.0385,baggage_delayed_lost
1271353::cust0::1271353,1271353,7,boundary,[MENTION] Why can’t AA assist in rebooking codeshare flight operated by IB booked w/aa miles?,"CUSTOMER: [MENTION] Why can’t AA assist in rebooking codeshare flight operated by IB booked w/aa miles?
AGENT: [MENTION] If Iberia caused the delay or cancellation. Then Iberia will make sure you're rebooked.
CUSTOMER: [MENTION] In all fairness, shouldn’t be marketed as an [MENTION] flight if AA isn’t willing to assist when things go wrong. Disappointed in AA
AGENT: [MENTION] We know that's not the answer you were hoping for, and appreciate your feedback on the rebooking procedure.",flight_status_inquiry,high,flight_cancellation,True,codeshare,"Customer inquires about rebooking a codeshare flight, which is a flight status inquiry.",flight_status_inquiry_vs_flight_cancellation,en,Refunds and Charges,True,-0.0002,change_fee_dispute
1277359::cust1::1277360,1277359,7,random,[MENTION] [MENTION] now we're changing planes!! Everyone here deserves a voucher. This is ridiculous!!,"CUSTOMER: . [MENTION] after 5gate changes it doesn't make sense 2 board passengers just 2be further delayed for 30min bc a screw fell off! #aa3677
AGENT: [MENTION] We do our best to avoid delays if we can, Michelle and apologize yours was affected. We'll have you on your way soon!
CUSTOMER: [MENTION] [MENTION] now we're changing planes!! Everyone here deserves a voucher. This is ridiculous!!
AGENT: [MENTION] We try to have customers wait comfortably in the lounge whenever possible. Our apology for the inconvenience today.",missed_connection_rebooking,high,flight_delay,True,flight_delay,"Customer expresses frustration over multiple gate changes and a 30-minute delay, but the primary action is requesting a voucher, indicating a missed connection or rebooking is needed.",missed_connection_rebooking_vs_delay,en,Refunds and Charges,True,0.0241,change_fee_dispute
1280839::cust0::1280839,1280839,9,central,[MENTION] I just want y’all to know that y’all really fucked up this time. I’ve received the absolute worssst customer service today!!!,"CUSTOMER: [MENTION] I just want y’all to know that y’all really fucked up this time. I’ve received the absolute worssst customer service today!!!
AGENT: [MENTION] Our goal is to always provide top notch service. What's going on? How can we help you?",service_failure_complaint,high,general_dissatisfaction_venting,True,general_dissatisfaction_venting,"Customer uses strong language to express dissatisfaction with the service, but the primary action is to complain about the service failure.",service_failure_complaint_vs_vent,en,Customer Service,True,-0.0056,general_dissatisfaction_venting
1280841::cust0::1280841,1280841,11,cross_cluster,[MENTION] I'd LOVE to know where my mom's GATE CHECKED WHEELCHAIR went. HINT: It didn't show up at LAX when she landed. Contact me ASAP.,"CUSTOMER: [MENTION] I'd LOVE to know where my mom's GATE CHECKED WHEELCHAIR went. HINT: It didn't show up at LAX when she landed. Contact me ASAP.
AGENT: [MENTION] This concerns us, Jessica. Please meet us in DMs with your mom's record locator, we'd like to take a look.",baggage_delayed_lost,high,flight_status_inquiry,True,flight_status_inquiry,"Customer is concerned about the missing wheelchair, which is a baggage issue, not a flight status inquiry.",baggage_delayed_lost_vs_status,en,Flight Information,True,0.0555,flight_status_inquiry
1287141::cust0::1287141,1287141,3,boundary,[MENTION] I have a question for you. Please check your inbox.,"CUSTOMER: [MENTION] I have a question for you. Please check your inbox.
AGENT: [MENTION] We see your DM, and we'll respond to you there.",other_non_actionable,high,flight_status_inquiry,True,flight_status_inquiry,"Customer is asking a general question about a reservation, but there is no specific issue or request.",other_non_actionable_vs_status,en,No Feedback,True,0.0571,flight_status_inquiry
1289187::cust1::1289186,1289187,0,cross_cluster,[MENTION] No. DFW to MSP.,"CUSTOMER: [MENTION] Why do I need to enter country and state of residence now when making a reservation? Thanks.
AGENT: [MENTION] Are you traveling internationally?
CUSTOMER: [MENTION] No. DFW to MSP.
AGENT: [MENTION] Reach out to our Web Services team here: [URL] They can certainly take a closer look for you.",other_out_of_domain,high,flight_status_inquiry,True,flight_status_inquiry,"Customer is asking a question about a reservation, but the topic is unrelated to American Airlines support.",other_out_of_domain_vs_status,en,General Query,True,0.1013,flight_status_inquiry
1290563::cust0::1290563,1290563,3,known_error,Que extraño. [MENTION] no puede contestar en inglés pero entendieron lo que le escribbi en español. No se burlen que eso es malo.,"CUSTOMER: Que extraño. [MENTION] no puede contestar en inglés pero entendieron lo que le escribbi en español. No se burlen que eso es malo.
AGENT: [MENTION] We have a great system we use to translate what your sharing with us so we can understand your request.",other_acknowledgement_thanks,high,flight_status_inquiry,True,flight_status_inquiry,"Customer is thanking the agent for understanding, but there is no specific issue or request.",other_acknowledgement_thanks_vs_status,es,No Feedback,True,0.0971,flight_cancellation
1296923::cust7::2451826,1296923,10,central,[MENTION] [MENTION] OMG! Yeah I had my carry on as well and they FORCED me to check my bag.,"AGENT: “We do not and will not tolerate discrimination of any kind.” Read more of our response to the NAACP: [URL]
CUSTOMER: [MENTION] Just price gauging to change your flight to a day early. Want to charge me double what I already paid. Should be illegal
CUSTOMER: [MENTION] [MENTION] You also can’t access overhead bins if you’re “basic economy.” Another way to surprise screw you before you fly.
AGENT: [MENTION] Our Basic Economy fare is an optional fare we offer our customers, take a look, [URL]
CUSTOMER: [MENTION] Yet it wasn’t the case when I purchased the tickets. You made me agree to your new terms before I could check into the flight this AM. [MENTION] And I’m asking for a refund of the $50 you charged us to check our carry-on. You did not fulfill your end of the original contract.
AGENT: [MENTION] We make the terms very clear and available during the purchase process on our website. We're not able to refund this charge.
CUSTOMER: [MENTION] No, you didn’t at all. I researched thi",change_fee_dispute,high,flight_delay,True,flight_delay,"Customer is disputing a change fee and mentioning Basic Economy, which is a fare dispute issue.",change_fee_dispute_vs_delay,en,Baggage,True,-0.109,forced_gate_check_complaint
13304::cust1::13302,13304,9,cross_cluster,[MENTION] Problem is when you check the website compulsively and it’s not updated!,"CUSTOMER: [MENTION] Flght attndnt gives me, US born citizen, English lesson. AA said will record my complaint in system. Do better - train your staff! #stockreplies #microaggression
AGENT: [MENTION] Gate information is shared on the website. Just input your flight number here: [URL]
CUSTOMER: [MENTION] Problem is when you check the website compulsively and it’s not updated!
AGENT: [MENTION] We understand that's important to update info quickly and we appreciate your feedback on this.
CUSTOMER: [MENTION] Comment doesn’t address problematic comment made by flight attendant.
AGENT: [MENTION] Please DM your record locator. We'd like to share this feedback with the Flight Service leadership team.
CUSTOMER: [MENTION] Sent DM. Still no commitment to better staff training and improve web alert function. Sad this is one of our leading airlines. Might be better off with JAL, CX, etc.",service_failure_complaint,high,flight_status_inquiry,True,flight_status_inquiry,"Customer is complaining about the website not being updated, which is a service failure issue.",service_failure_complaint_vs_status,en,Customer Service,True,0.044,other_non_actionable
