conversation_id,sampling_group,candidate_cluster,candidate_second_cluster,candidate_intent,candidate_domain,candidate_sub_intent,candidate_confidence,candidate_distance_best,candidate_ambiguity_margin,difficulty_score,n_messages,full_conversation_text,human_domain,human_intent,human_sub_intent,annotation_status,annotation_outcome,reviewer_notes,human_intent_r2,second_pass
414077,representative,0,3,Positive experience,Experience,Flight or crew praise,high,0.5107,0.0194,0.3495,2,"CUSTOMER:
@AmericanAir thanks for the upgrade. 💙AA TVC-ORD-SAN

AGENT:
@213812 We love to have you up front with us! Have a fantastic flight.",Seating and fares,Seats and fares,"Seat assignment, cabin, upgrade, or fare/fee issue",reviewed,CHANGE_INTENT,"Inquiry or complaint regarding seating arrangements, seat assignments, cabin upgrades, or fare rules.",,True
415521,representative,4,2,Flight delay,Flight,"Late departure, arrival, gate, or tarmac wait",high,0.4108,0.096,0.1727,2,"CUSTOMER:
@AmericanAir aa1205. How is it departing at 7:55 when we just deplaned at 7:50?? already delayed over 3 hours.

AGENT:
@214085 Sorry about the confusion and extra wait time. You should be landing very soon.",Flight,Flight delay,"Late departure, arrival, gate, or tarmac delay",reviewed,ACCEPT,"Dominant issue is late departure, arrival, or tarmac/gate wait with flight still operating.",,False
418854,representative,4,7,Flight delay,Flight,"Late departure, arrival, gate, or tarmac wait",high,0.6546,0.0022,0.3707,2,"CUSTOMER:
@AmericanAir upgraded me so I'm not so upset about the delay anymore #Brightside #TmobileWingman allowed this tweet to happen

AGENT:
@214901 We're sorry things haven't gone as planned, but glad you're enjoying your upgrade and Wi-Fi!",Flight,Flight delay,"Late departure, arrival, gate, or tarmac delay",reviewed,ACCEPT,"Dominant issue is late departure, arrival, or tarmac/gate wait with flight still operating.",,False
423855,representative,8,4,General dissatisfaction,Customer service,Broad negative experience without one dominant issue,medium,0.5212,0.0158,0.166,4,"CUSTOMER:
@AmericanAir Can u pls fix ur security problem at LGA? I fly precheck every wk &amp; it’s worsened terribly these past 4 months https://t.co/0IbwwViVb0

AGENT:
@215898 Our check-in team and TSA will have everyone through security and to your gate as quickly as possible!

CUSTOMER:
@AmericanAir It’s been really chaotic - and passengers are really angry. Is there nothing you can to do fix?

AGENT:
@215898 We work really hard with our friends @120944 to ensure all our customers get through security with plenty of time.",Travel information,Flight information,"Inquiry about schedule, flight status, policy, or travel rules",reviewed,CHANGE_INTENT,"Customer asks about flight schedule, status, travel rules, airport procedures, or general policy.",,False
452314,representative,0,9,Positive experience,Experience,Flight or crew praise,high,0.4835,0.0327,0.0853,2,"CUSTOMER:
If you all need someone to fly any Airbuses during Christmas week, I got y'all. I have a few hours under my belt 😊@AmericanAir

AGENT:
@222289 We'd love to have you as part of our team! Please check out this link: https://t.co/n0sFQy7p25",Experience,Positive experience,"Praise or compliments for crew, service, or flight",reviewed,ACCEPT,Candidate intent 'Positive experience' is coherent with the conversation context.,,False
506196,representative,5,2,Seats and fares,Seating and fares,"Seat assignment, upgrade, basic fare, or paid seating",high,0.5214,0.0583,0.1917,3,"CUSTOMER:
@AmericanAir $75 to board the next flight out of MCI when it has open seats and I've already paid full price for ticket? Wow. Your corporate greed is the reason I will not book flights with you again. Shame on you.

AGENT:
@236130 Not all reservations qualify for free standby, which is why we drop the rate to make changes on the day of travel from $200 down to $75.

CUSTOMER:
@AmericanAir #GREED  @AlaskaAir and @SouthwestAir make the change for FREE.  I'll be booking with them from now on.  @AmericanAir won't get another dime out of me. @AmericanAir #votewithyourwallet #boycottAmericanAirlines",Seating and fares,Seats and fares,"Seat assignment, cabin, upgrade, or fare/fee issue",reviewed,ACCEPT,"Inquiry or complaint regarding seating arrangements, seat assignments, cabin upgrades, or fare rules.",,False
53837,representative,7,4,Service complaint,Customer service,"Agent, staff, responsiveness, or support quality",high,0.5841,0.0151,0.344,2,"CUSTOMER:
Hmm @AmericanAir 588 at the gate and no  gate agents to meet it @ SJC ?

AGENT:
@128183 It looks like we just pulled in and are good to go. Thanks for your patience.",Travel information,Flight information,"Inquiry about schedule, flight status, policy, or travel rules",reviewed,CHANGE_INTENT,"Customer asks about flight schedule, status, travel rules, airport procedures, or general policy.",,False
579540,representative,7,2,Service complaint,Customer service,"Agent, staff, responsiveness, or support quality",high,0.387,0.0724,0.1667,4,"CUSTOMER:
Can't believe the horrible experience on @AmericanAir yesterday. Read here: https://t.co/p21tVkdIht

AGENT:
@256486 Our team is always happy to take care of you and we're so sorry for the delay in your travels. We'll have you where you need to be ASAP!

CUSTOMER:
@AmericanAir Not sure how this response is supposed to help. There is no apology, or suggested way to make it up. Again lack of customer service @AmericanAir. Switching to @Delta for good!

AGENT:
@256486 We'd be happy to look into this with you further, please follow and DM additional details along with verifying your record locator.",Customer service,Service complaint,"Complaint regarding staff, agent support, hold time, or service quality",reviewed,ACCEPT,"Complaint directed at support responsiveness, customer service systems, staff conduct, or app/system errors.",,False
590219,representative,4,2,Flight delay,Flight,"Late departure, arrival, gate, or tarmac wait",high,0.4303,0.0344,0.1417,4,"CUSTOMER:
My flight is delayed and there is one girl at the counter assisting customers that need to adjust their connecting flights. 20 min to assist 1 person, she may need help... @AmericanAir  #whyihateflying #werejustdollarsigns https://t.co/Jr8GwU5san

AGENT:
@259580 We'd be happy to help with rebooking here. Please follow and DM your record locator.

CUSTOMER:
@AmericanAir I only had to wait an hour, but the woman working the gate was able to get me sorted.

AGENT:
@259580 We're glad to hear that our team member helped you out. Let us know if you need anything else.",Flight,Flight delay,"Late departure, arrival, gate, or tarmac delay",reviewed,ACCEPT,"Dominant issue is late departure, arrival, or tarmac/gate wait with flight still operating.",,False
630130,representative,9,2,Flight information,Travel information,"Flight status, policy, route, schedule, or general question",high,0.4954,0.0385,0.1523,2,"CUSTOMER:
@AmericanAir can you help me change my flight from Saturday December 14th to Friday December 15th for no charge

AGENT:
@269300 We can take a look at your reservation and see what options you have, please send us a quick DM with your record locator.",Travel information,Flight information,"Inquiry about schedule, flight status, policy, or travel rules",reviewed,ACCEPT,Candidate intent 'Flight information' is coherent with the conversation context.,,False
699778,representative,4,2,Flight delay,Flight,"Late departure, arrival, gate, or tarmac wait",high,0.4709,0.0433,0.1925,2,"CUSTOMER:
@AmericanAir I get that it's #Thanksgiving and y'all are busy, but to not give a single update on a delayed flight is unacceptable. Having no end in sight to delay is giving people anxiety about whether they're going to get to see their #family #AmericanAirlines #customerservice

AGENT:
@286949 What's your flight number. We'll be happy to check on an update for you.",Flight,Flight delay,"Late departure, arrival, gate, or tarmac delay",reviewed,ACCEPT,"Dominant issue is late departure, arrival, or tarmac/gate wait with flight still operating.",,False
724329,representative,5,6,Seats and fares,Seating and fares,"Seat assignment, upgrade, basic fare, or paid seating",high,0.4928,0.0345,0.275,7,"CUSTOMER:
@AmericanAir is it a one man policy or what?! Enough chances you guys SUCK! Please don't fly American this airline should dissapear!!!

AGENT:
@293473 The fare you purchased has a few more restrictions. It's a Basic Economy and here's more details: https://t.co/MKvFFVWJdz

CUSTOMER:
@AmericanAir My 5 flights were done with the same bagpack i had. And i was charged only on my flight back home. I did, lax dfw aus las and back to lax.

AGENT:
@293473 Our agents also monitor the dimension sizes of your personal items to verify that it can fit under your seat.

CUSTOMER:
@AmericanAir Thats what im saying! Same backpack 4 flights no issue! On the 5th flight back home they charged me for that same bag! @AmericanAir It fit under my seat on the last 4 flights but ur bitchy agent at the gate decided it didnt. So WTF. Its like every airport has its policy

AGENT:
@293473 You're bag would've needed to be no larger than 18 x 14 x 8 inches (45 x 35 x 20 cm).

CUSTOMER:
@AmericanAir Thats how it was that's why I had no issue on my 4 previous flights!!!! U guys are the WORST",Baggage,Baggage issues,"Lost, delayed, damaged, or mishandled luggage",reviewed,CHANGE_INTENT,"Customer inquiry/complaint specifically concerns baggage handling, delivery, fees, or damage.",,False
730442,representative,2,8,Disruption recovery,Flight,"Cancellation, rebooking, missed connection, or compensation",high,0.4658,0.0055,0.4,2,"CUSTOMER:
@AmericanAir had a horrible travel experience at JFK. Was waiting on standby with my party of 2 and told they only had one seat. @AmericanAir They then skipped us and went called the next passenger. Then another seat opened up and they took that one too. Even though we have mileage @AmericanAir And even though we were told they would wait to make sure it was only one before calling the next passenger. @AmericanAir Now two separate individuals (standby 3 and 5) are on the flight even thought we were 1 &amp; 2. @AmericanAir And to top it all off the customer service was subpar. I guess being a loyal flyer and credit card member doesn't equal decent service.

AGENT:
@294989 Please DM your record locator. We'd like to look into this closer.",Customer service,Service complaint,"Complaint regarding staff, agent support, hold time, or service quality",reviewed,CHANGE_INTENT,"Complaint directed at support responsiveness, customer service systems, staff conduct, or app/system errors.",,False
758547,representative,0,9,Positive experience,Experience,Flight or crew praise,high,0.5521,0.0462,0.1389,2,"CUSTOMER:
I finally saw Wonder Woman, because, of course, it's finally showing on a plane. Must watch again. @AmericanAir #inflightmovie

AGENT:
@178363 It's a great movie, we're glad you enjoyed it. We'll see you again soon!",Experience,Positive experience,"Praise or compliments for crew, service, or flight",reviewed,ACCEPT,Candidate intent 'Positive experience' is coherent with the conversation context.,,True
807481,representative,0,3,Positive experience,Experience,Flight or crew praise,high,0.4729,0.042,0.1153,2,"CUSTOMER:
I'm at American Airlines Admirals Club - @americanair in Chicago, IL https://t.co/kRf0HxyYoc

AGENT:
@312424 Thanks for stopping by and saying hi this afternoon, Bill. Have an AAwesome flight!",Experience,Positive experience,"Praise or compliments for crew, service, or flight",reviewed,ACCEPT,Candidate intent 'Positive experience' is coherent with the conversation context.,,False
